Date,AAPL,GOOGL,MSFT,PG,XOM
2009-07-10,136.34,409.58,22.19,52.18,65.1
2009-07-13,139.54,416.17,22.42,52.06,65.17
2009-07-14,142.03,423.71,23.2,53.07,66.2
2009-07-15,145.04,429.66,23.75,53.61,67.2
2009-07-16,145.76,436.68,23.93,54.65,68.2
2009-07-17,149.08,433.0,24.4,55.26,68.3
2009-07-20,153.27,429.88,24.44,56.01,69.11
2009-07-21,153.29,430.94,24.69,55.94,69.42
2009-07-22,157.79,428.0,24.7,55.16,69.88
2009-07-23,156.63,428.68,24.93,54.93,69.82
2009-07-24,156.95,435.81,23.61,55.64,71.36
2009-07-27,160.17,446.04,23.44,55.89,72.41
2009-07-28,158.88,441.0,22.99,55.6,71.88
2009-07-29,158.9,437.23,23.73,55.56,71.07
2009-07-30,161.7,442.61,24.2,56.57,70.3
2009-07-31,162.99,449.98,23.77,56.2,70.36
2009-08-03,165.21,448.74,23.82,55.96,70.96
2009-08-04,164.93,449.37,23.68,55.42,70.25
2009-08-05,165.75,456.0,23.84,53.74,70.48
2009-08-06,165.58,454.3,23.93,53.81,70.01
2009-08-07,165.49,455.67,23.75,51.84,70.01
2009-08-10,165.66,455.14,23.46,51.92,69.12
2009-08-11,163.69,453.67,23.32,52.11,68.7
2009-08-12,162.55,455.41,23.13,52.0,68.23
2009-08-13,166.65,462.15,23.63,52.29,69.22
2009-08-14,167.94,462.78,23.62,52.55,68.52
2009-08-17,163.55,451.5,23.32,52.32,67.37
2009-08-18,161.63,445.1,23.29,52.4,66.7
2009-08-19,162.75,439.99,23.25,52.27,66.09
2009-08-20,164.98,452.0,23.6,52.93,68.09
2009-08-21,167.65,465.54,23.93,53.45,69.45
2009-08-24,170.12,467.35,24.41,53.77,70.04
2009-08-25,169.46,469.13,24.6,53.46,71.7
2009-08-26,168.92,472.76,24.59,53.41,70.05
2009-08-27,168.75,468.58,24.41,53.3,71.07
2009-08-28,172.27,469.26,25.07,53.11,71.2
2009-08-31,168.16,459.79,24.57,53.0,69.45
2009-09-01,167.99,459.68,24.35,53.85,68.93
2009-09-02,164.62,455.82,23.82,52.95,68.35
2009-09-03,166.44,455.82,23.91,52.95,68.47
2009-09-04,167.28,457.57,24.09,52.79,68.22
2009-09-08,172.98,464.29,24.62,53.45,69.85
2009-09-09,172.78,459.06,24.74,54.2,70.8
2009-09-10,172.06,466.65,24.8,55.23,70.83
2009-09-11,172.91,470.4,24.93,56.11,70.89
2009-09-14,170.83,470.51,24.65,55.23,69.11
2009-09-15,174.04,475.08,24.97,55.56,70.18
2009-09-16,177.99,479.8,25.25,55.08,69.86
2009-09-17,181.98,490.57,25.06,55.33,69.95
2009-09-18,185.83,496.77,25.46,56.57,70.27
2009-09-21,184.29,487.74,25.11,57.35,69.15
2009-09-22,185.19,500.92,25.4,57.3,70.03
2009-09-23,185.4,500.78,25.92,57.34,69.87
2009-09-24,187.2,500.47,25.92,57.38,69.0
2009-09-25,182.01,494.29,25.69,58.0,68.86
2009-09-28,183.87,494.84,25.6,58.21,68.81
2009-09-29,186.73,499.53,25.91,58.34,69.36
2009-09-30,186.13,500.0,25.76,57.84,68.98
2009-10-01,185.35,493.0,25.41,57.63,68.39
2009-10-02,181.41,483.74,24.46,56.4,66.97
2009-10-05,186.2,487.65,24.98,56.79,66.79
2009-10-06,187.74,491.7,24.68,56.88,68.01
2009-10-07,189.76,499.0,24.99,57.01,68.48
2009-10-08,190.66,519.57,25.44,57.37,68.97
2009-10-09,188.97,516.65,25.57,57.34,68.96
2009-10-12,191.02,523.42,25.66,57.67,69.51
2009-10-13,190.63,524.39,25.59,57.37,70.25
2009-10-14,192.25,532.46,26.14,57.49,70.84
2009-10-15,189.63,533.75,25.9,57.28,71.51
2009-10-16,189.35,547.33,26.45,57.12,72.73
2009-10-19,187.85,552.69,26.49,57.51,73.15
2009-10-20,200.6,551.64,26.42,57.93,73.38
2009-10-21,199.52,549.91,26.46,57.92,72.65
2009-10-22,204.7,550.0,26.56,57.48,73.02
2009-10-23,205.7,555.25,29.2,58.13,74.33
2009-10-26,203.67,555.75,28.13,57.65,73.81
2009-10-27,201.66,550.97,28.73,56.88,73.3
2009-10-28,197.71,547.87,28.24,56.98,74.52
2009-10-29,195.0,543.01,28.07,59.39,72.57
2009-10-30,196.06,550.0,28.03,59.18,73.37
2009-11-02,189.8,537.08,27.7,58.39,72.05
2009-11-03,187.85,530.01,27.64,58.45,71.32
2009-11-04,190.73,540.8,27.69,58.94,72.07
2009-11-05,192.4,543.49,28.52,59.24,71.95
2009-11-06,192.51,547.72,28.38,60.17,71.82
2009-11-09,196.94,555.45,28.62,61.19,72.96
2009-11-10,201.02,562.73,28.9,61.58,72.46
2009-11-11,204.56,570.48,29.08,61.87,73.04
2009-11-12,203.14,569.56,29.01,62.11,72.68
2009-11-13,202.87,569.29,29.47,61.3,72.05
2009-11-16,205.48,575.0,29.61,62.0,73.65
2009-11-17,206.08,574.87,29.5,62.18,74.73
2009-11-18,206.54,576.65,30.0,62.19,75.25
2009-11-19,204.61,573.77,29.99,62.16,74.77
2009-11-20,199.15,569.5,29.66,62.0,74.38
2009-11-23,203.0,576.49,29.84,62.2,75.44
2009-11-24,205.33,582.52,29.95,62.77,75.7
2009-11-25,205.4,586.41,29.81,62.94,76.0
2009-11-27,199.22,572.0,29.11,61.89,74.65
2009-11-30,201.11,580.63,29.15,62.37,74.49
2009-12-01,202.24,588.13,29.52,62.61,76.0
2009-12-02,198.96,591.0,29.9,62.93,75.97
2009-12-03,197.42,589.04,29.84,63.09,75.58
2009-12-04,199.7,593.02,30.05,63.15,75.69
2009-12-07,193.32,584.21,29.78,62.39,73.95
2009-12-08,189.36,583.5,29.52,62.14,73.47
2009-12-09,191.28,587.5,29.47,61.93,73.0
2009-12-10,199.5,590.44,29.71,62.35,73.32
2009-12-11,197.78,594.68,29.97,62.29,72.89
2009-12-14,195.37,595.35,29.91,62.54,70.8
2009-12-15,195.83,593.3,29.89,62.7,69.97
2009-12-16,195.1,598.6,30.07,62.38,69.58
2009-12-17,194.26,596.44,29.95,62.0,68.36
2009-12-18,193.17,596.03,29.84,61.98,68.56
2009-12-21,196.05,597.61,30.4,61.65,68.47
2009-12-22,199.44,601.34,30.6,61.14,68.62
2009-12-23,201.2,603.5,30.71,61.06,68.75
2009-12-24,203.55,612.93,30.88,61.25,68.35
2009-12-28,211.72,621.66,31.0,61.52,69.08
2009-12-29,212.63,624.74,31.35,61.16,69.28
2009-12-30,208.83,618.5,31.15,61.38,68.71
2009-12-31,213.13,624.75,30.98,61.52,68.84
